time,low,high,open,close,volume
1740009600,96419.07,98768.54,96632.03,98347.2,10582.84622768
1740096000,94721.92,99517.52,98347.2,96157.03,19298.23921958
1740182400,95767.95,96982.52,96157.03,96582.12,7324.02366243
1740268800,95243.91,96679.93,96578.49,96265.98,3787.84705335
1740355200,91300,96515.41,96266.23,91510.82,12644.0435007
1740441600,85836.18,92549.99,91509.88,88583.74,31587.91715546
1740528000,82111.12,89305.68,88583.17,84111.78,21568.55463119
1740614400,82554.11,86993.87,84111.77,84625.19,16836.55524727
1740700800,78167.81,85116.19,84627.5,84297.73,30755.74245077
1740787200,83772.54,86534.96,84297.74,86018.76,6852.5441262
1740873600,85003.35,95128.88,86018.82,94265.48,16751.22972996
1740960000,85007.01,94415.61,94265.47,86161.1,22691.67068614
1741046400,81444,88977.27,86161.09,87249.96,23130.37098654
1741132800,86329.22,91000,87247.93,90603.73,14900.93396554
1741219200,87790.5,92817.29,90607.73,89921.85,13303.43744669
1741305600,84608.27,91280,89915.02,86756.98,27137.2022302
1741392000,85200,86863.38,86753.3,86206.69,3023.2478665
1741478400,80000,86480,86206.64,80699.17,7565.44749561
1741564800,77389,84033.66,80708.21,78544.71,21375.10120997
1741651200,76555,83600,78548.18,82914.51,17096.37980265
1741737600,80572.21,84442.69,82911.81,83659.43,12617.220582
1741824000,79890,84310.8,83659.45,81073.43,10506.80043483
1741910400,80771.17,85318.61,81071.5,83980.49,10857.45703924
1741996800,83612.24,84690.43,83989.86,84351.46,2331.92028578
1742083200,81969.44,85092.35,84351.45,82562.57,4059.89765099
1742169600,82416.98,84758.46,82562.5,84011.4,7785.97733364
1742256000,81125,84029.67,84011.39,82698.76,7316.63296603
1742342400,82535.53,87045.45,82699.53,86877.96,13056.03519886
1742428800,83596.75,87492.87,86877.97,84183.42,9880.31696275
1742515200,83100,84809.72,84183.41,84061.96,6257.63558757
1742601600,83659.69,84517.75,84061.96,83852.03,2108.51345069
1742688000,83804.67,86128.99,83852.06,86092.94,3467.46945277
1742774400,85533.06,88804.64,86092.95,87523.62,13107.50391644
1742860800,86321.97,88584.34,87518.09,87427.88,10153.98312373
1742947200,85850,88304.1,87432.82,86926.01,6885.71986041
1743033600,85784,87790.12,86926.01,87217.48,6904.09386105
1743120000,83533.4,87498.15,87214.07,84381.8,10031.80008987
1743206400,81608.99,84584.13,84381.81,82616.83,3194.24303663
1743292800,81538.88,83508.98,82624.06,82379.98,2472.72302228
1743379200,81265.16,83920.8,82379.98,82534.32,6887.94694226
1743465600,82403.32,85566.53,82534.31,85170.37,9130.97692565
1743552000,82283.01,88530,85166.92,82490.08,16748.28262337
1743638400,81177.7,83953.45,82490.1,83174.33,11800.91106566
1743724800,81643.54,84720.67,83178.68,83860.16,14593.03092888
1743811200,82346.61,84238.35,83859.78,83498.25,2836.42920662
1743897600,77058.99,83773.58,83505.88,78370.75,11014.8594773
1743984000,74420.69,81223.67,78370.15,79140.01,26706.52930797
1744070400,76167.35,80849.98,79140.02,76251.64,14917.02351692
1744156800,74553.01,83583.35,76258.8,82594.75,23584.94464084
1744243200,78387.24,82730.93,82593.15,79552.34,11876.12778689
1744329600,78919.94,84299,79552.34,83380.47,9964.68703141
1744416000,82765.26,85909.97,83379.64,85271.01,3972.49282052
1744502400,83010,86092.99,85271.02,83733.07,3904.15929557
1744588800,83655.27,85818.06,83733.07,84590.36,7247.02343319
1744675200,83592.77,86491.4,84590.36,83629.78,6461.77024421
1744761600,83088.02,85526.4,83622.52,84028.72,8246.73748903
1744848000,83711.69,85494.94,84028.71,84961.97,5865.70077325
1744934400,84287.06,85150.94,84961.97,84466.47,1884.07668707
1745020800,84353.45,85625,84466.47,85074.99,1683.30746873
1745107200,83972.82,85319.21,85074.59,85177.34,1812.14325365
1745193600,85135.98,88575.62,85177.33,87522.07,12603.75828155
1745280000,87077.17,93952.62,87513.53,93489.1,19460.09432868
1745366400,91902.19,94686,93486.57,93740.92,12538.32136507
1745452800,91685.18,94061.02,93740.93,94021.96,9320.8086182
1745539200,92880.01,95976.34,94021.97,94708.79,14148.6339475
1745625600,93903.01,95273.52,94707.79,94666.64,2253.98942317
1745712000,93654.77,95351.11,94666.64,93780.57,2304.93789541
1745798400,92829.44,95652.66,93780.56,95042.57,7348.4883725
1745884800,93761.26,95499,95042.56,94271.09,5979.94472886
1745971200,92911.88,95263.74,94271.08,94182.54,6511.31778605
1746057600,94136.79,97546.99,94182.55,96524.98,8334.02681063
1746144000,96369.69,97948.56,96524.98,96929.81,5709.61012071
1746230400,95765.13,96974.78,96929.81,95861.33,2077.55675998
1746316800,94151.67,96312.51,95865.47,94272.55,2834.39686495
1746403200,93500.01,95218.82,94272.54,94733.99,5181.01206583
1746489600,93363.28,96916.25,94733.99,96839.17,6164.34738969
1746576000,95800,97738.05,96843.84,97058.32,8328.69875473
1746662400,96888.25,104176.05,97058.33,103253.49,15379.43544074
1746748800,102330.76,104352.6,103252.2,102986.96,7318.60440182
1746835200,102831.41,104997,102986.94,104821.19,3104.17143581
1746921600,103360.22,104980.89,104817.83,104137.62,3055.22813204
1747008000,100703.71,105787.37,104137.58,102800.21,11005.40673978
1747094400,101447.78,105038.53,102800.22,104131.06,8727.89105836
1747180800,102603.27,104373,104131.2,103545.38,7628.70177301
1747267200,101400.01,104200,103540.91,103786.43,7563.00946962
1747353600,103125.51,104616.71,103786.4,103500.03,6881.65708111
1747440000,102612,103741.98,103500.03,103161.07,1848.95251021
1747526400,103130.95,106692.97,103162.53,106473.46,4130.60889099
1747612800,102105,107137.68,106488.77,105616.18,10104.32339011
1747699200,104209.18,107355,105616.21,106883.24,8804.38724819
1747785600,106128.14,110788.98,106883.24,109699.54,18333.91491262
1747872000,109217.23,112000,109697.19,111722.53,11250.38756124
1747958400,106800.01,111824.07,111722.54,107329.61,9638.23489571
1748044800,106895.77,109517.79,107332.08,107794.01,2611.3560546
1748131200,106632.35,109371.04,107794.01,109048.68,2996.9984274
1748217600,108706.04,110474.41,109048.41,109464.32,4641.38117417
1748304000,107536.41,110829.42,109464.33,108978.46,8827.06917845
1748390400,106790.16,109344.89,108978.45,107819.29,6474.20131287
1748476800,105315,108943.35,107819.26,105572.58,9305.58410478
1748563200,103634.48,106377.66,105572.58,104033.26,7866.16241154
1748649600,103110.01,104965.5,104033,104645.87,2403.60824408
1748736000,103800.81,105937.46,104645.87,105697.94,2369.92891564
1748822400,103685.23,106000,105697.93,105904.94,5818.90812007
1748908800,104910.01,106901.68,105909.79,105447.82,6486.4597778
1748995200,104202,106058.47,105443.95,104753.38,4505.03599201
1749081600,100345.73,105999.68,104753.37,101570.2,10627.57339852
1749168000,101132.91,105439.01,101570.2,104397.99,9677.25748525
1749254400,103969.7,106000,104398,105619.02,4141.10124271
1749340800,105028.3,106548.9,105619.02,105784.4,1998.61011035
1749427200,105368.27,110651.12,105784.41,110301.15,6581.24781856
1749513600,108362.14,110420.08,110299.69,110300.24,5433.6716937
1749600000,108091.74,110435.05,110300.25,108669.37,4603.3324446
1749686400,105706.78,108853.74,108673.77,105721.05,5734.67136139
1749772800,102746.01,106233,105716.45,106118.7,7441.52465913
1749859200,104351.72,106264.36,106114.53,105465.42,2256.48702523
1749945600,104505.05,106184.13,105465.42,105599.25,1722.80945227
1750032000,104982.26,109000,105600.21,106853.38,5952.98369341
1750118400,103363.3,107792.9,106853.38,104590.44,7688.94642443
1750204800,103512.38,105603.63,104590.44,104915.6,4918.14382744
1750291200,103916.37,105266.61,104915.6,104671.9,2279.05842007
1750377600,102357.25,106553.86,104671.4,103317.8,5047.63626176
1750464000,100919.19,104013.64,103317.79,102160.03,3287.51327489
1750550400,98225.01,103417,102160.36,100996.87,7872.25874446
1750636800,99677.07,106135.47,100996.87,105419.39,8910.86676597
1750723200,104681.83,106366.29,105418.4,106141,5773.20907668
1750809600,105875,108206,106141.01,107400.22,7072.65636297
1750896000,106605.88,108345,107400.22,107029.64,4900.22231656
1750982400,106413.79,107804.2,107029.63,107113.38,6310.43715745
1751068800,106868.94,107599.81,107119.17,107352.2,1227.76803255
1751155200,107230,108550,107352.2,108386.44,2154.86170312
1751241600,106724.76,108800,108386.44,107173.21,4839.04838063
1751328000,105262,107579.3,107173.21,105711.78,5152.72760186
1751414400,105119.7,109823.08,105711.77,108888.32,7995.79258367
1751500800,108574.31,110590,108887.03,109628.83,6434.57921608
1751587200,107268.84,109812.94,109628.83,108028.6,3129.21859997
1751673600,107783.1,108454.19,108028.6,108246.65,1513.15428554
1751760000,107837.7,109736.64,108246.66,109217.98,1651.18120197
1751846400,107507,109741.64,109217.98,108269.84,4455.08353019
1751932800,107438.33,109255.99,108271.49,108958.04,3785.3907416
1752019200,108329.87,112152.91,108953.58,111282.85,7683.83239574
1752105600,110541.87,116842,111282.84,116031.3,12920.20742934
1752192000,115211.74,118909.74,116031.29,117582.16,10116.886206
1752278400,116940.82,118244.51,117582.16,117472.65,2397.72381256
1752364800,117238.69,119500,117472.65,119130.81,3461.0430314
1752451200,118949.18,123231.07,119130.81,119863.71,13536.79954839
1752537600,115697.37,119973.3,119863.71,117781.64,23726.31356081
1752624000,117033.23,120134.8,117781.63,118681.68,9250.98642597
1752710400,117469,120998.76,118681.67,119273.69,8360.35130892
1752796800,116892.42,120918.68,119273.7,118023.05,8735.40386401
1752883200,117337.59,118564.59,118023.06,117914.17,1700.0997198
1752969600,116525,118921.76,117914.17,117312.7,2504.59032125
1753056000,116565.01,119745.93,117315.68,117428.79,5450.55450292
1753142400,116185,120300,117428.79,120026.42,7564.58852928
1753228800,117342.21,120180.93,120034.21,118810.44,5526.13819924
1753315200,117190,119557.7,118810.44,118397.04,7137.01277011
1753401600,114750,118518.2,118400,117633.27,24633.33644271
1753488000,117095.73,118371.35,117633.27,117969.63,6974.42930567
1753574400,117849.99,119800,117981.73,119465.52,4999.42180703
1753660800,117380.6,119839,119465.52,118070.59,7647.38438521
1753747200,116900,119284.78,118074.43,117933.39,6070.86335715
1753833600,115728.49,118809.43,117933.39,117830.15,4647.7410138
1753920000,115500,118920,117830.15,115761.13,4647.6521388
1754006400,112659,116065.12,115756.12,113248.73,9196.58441635
1754092800,112000,114023.58,113248.83,112542.74,2946.5811158
1754179200,111903.68,114794.99,112542.75,114215.73,2212.37278435
1754265600,114118.18,115756.06,114215.7,115051.85,4655.53866243
1754352000,112622.14,115112.75,115056.14,114112.95,4943.38930608
1754438400,113347.87,115749.99,114112.95,115028.83,4481.39474697
1754524800,114268.6,117687,115028.83,117515.49,5804.23960803
1754611200,115800,117687,117515.69,116683.79,4870.3042426
1754697600,116343.34,117937.89,116683.79,116492.51,2586.17129292
1754784000,116480,119324.08,116492.5,119309.37,2850.61404026
1754870400,118050,122319.14,119309.37,118701.84,7220.80819945
1754956800,118190.81,120327,118701.83,120113.18,4615.45835079
1755043200,118931.34,123740.24,120109.04,123365.63,8512.8860955
1755129600,117208.97,124533,123365.63,118389.79,10154.04939662
1755216000,116859.32,119339.57,118389.79,117436.96,4990.799358
1755302400,117222.01,118028.68,117436.95,117455.68,1781.69438526
1755388800,117249.49,118641.6,117455.69,117488.6,2021.61751952
1755475200,114703.26,117633.8,117488.59,116286.76,6762.85366719
1755561600,112696.56,116792.87,116286.75,112856.19,7918.58452813
1755648000,112344.11,114627.37,112853.66,114276,5764.27605073
1755734400,111964,114812,114276,112480.3,6033.74435365
1755820800,111649.75,117416.73,112480.29,116908.68,8547.72089091
1755907200,114505,116999.03,116911.9,115383.87,2245.41925268
1755993600,110635,115616.53,115383.87,113478,4602.76322486
1756080000,109275.74,113645.32,113478,110127.74,8509.20658676
1756166400,108670,112399.99,110127.74,111788.01,7735.56524843
1756252800,110351.11,112683.39,111788.04,111253.21,5151.42127925
1756339200,110858.78,113480,111253.22,112574.85,4637.29182209
1756425600,107469.13,112642.53,112574.84,108378.32,7806.0938333
1756512000,107369.69,108928.79,108378.32,108827.93,2828.67461609
1756598400,108060.79,109489.79,108827.92,108247.95,2702.50957636
1756684800,107250,109907.51,108247.95,109240.55,5396.96365977
1756771200,108400,111801.86,109240.55,111247.94,7398.40595759
1756857600,110533.77,112600,111247.94,111756.41,5205.45031255
1756944000,109321,112235.6,111756.4,110720.79,5253.71408228
1757030400,110202.36,113390,110714.48,110670.02,7218.59124481
1757116800,109993,111317.65,110670.02,110212.6,1621.65017738
1757203200,110200.01,111600,110214.21,111129.61,1646.11764246
1757289600,110600,112940.84,111120.38,112072.57,5158.43294831
1757376000,110765.72,113292.96,112072.57,111549.32,5158.45733241
1757462400,110919.55,114362.1,111546.61,113983.97,7249.99346721
1757548800,113433.92,115554.53,113983.98,115540,5575.3607407
1757635200,114774.19,116833.25,115540.01,116106.03,6493.57632751
1757721600,115177.53,116378.04,116106.03,115968.35,2173.49651785
1757808000,115166,116226.61,115968.33,115314.13,1967.88683794
1757894400,114395.84,116802,115314.12,115381.08,6142.67859527
1757980800,114750,117000,115381.07,116832.56,6012.58313417
1758067200,114724.57,117327.24,116832.56,116484.4,7151.30033814
1758153600,116125.08,117998.17,116484.4,117117.99,7140.41942024
1758240000,115132.71,117516.36,117117.99,115690.55,5874.11552075
1758326400,115463.22,116194.63,115690.55,115752.4,2830.8502542
1758412800,115237.16,115900.02,115752.9,115282.27,2071.01892785
1758499200,111761.22,115441.37,115282.26,112736.59,8494.39097785
1758585600,111502.08,113357,112736.59,112017.21,4512.04618772
1758672000,111066.07,113999.98,112017.21,113348.17,4932.88303511
1758758400,108623.7,113561.35,113348.16,109035.72,9197.26639402
1758844800,108645.02,110369.99,109036,109697.29,6826.16968974
1758931200,109116,109815.08,109697.29,109681.16,1950.48703402
1759017600,109230.98,112385.84,109681.15,112197.67,2397.09714427
1759104000,111582.65,114490,112197.66,114365.07,5553.41779958
1759190400,112695.85,114850,114361.66,114067.71,5044.09158186
1759276800,113975.5,118718.8,114067.71,118659.97,9687.1228881
1759363200,118336.01,121111,118662.72,120621.32,8816.90252269
1759449600,119327.83,123996.81,120621.33,122318.4,11835.08733617
1759536000,121572.64,122896,122318.39,122458.56,2705.28818527
1759622400,122195.28,125750,122458.55,123520.79,5820.77013157
1759708800,123115.77,126296,123520.8,124720.09,9135.3086452
1759795200,120636,125226.34,124723.57,121393.95,8699.84065383
1759881600,121090.06,124254.31,121393.96,123343.25,6727.94848453
1759968000,119713.65,123822.08,123343.24,121714.51,6980.15210285
1760054400,107000,122600,121714.51,112980.28,22432.34375511
1760140800,109683.96,113439.99,112976.01,110768.89,10041.88198008
1760227200,109687.46,115847,110768.9,115067.98,9699.03564495
1760313600,113700.27,116077.51,115067.96,115274.03,8147.76104518
1760400000,109945.86,115514.91,115274.03,113068,11955.35437582
1760486400,110185.87,113671.99,113072.18,110804.12,7440.03782479
1760572800,107464.53,112021.07,110804.11,108198,14792.78754529
1760659200,103516.75,109269.97,108197.99,106463.3,13824.34463474
1760745600,106357.69,107535.68,106462.09,107208.91,3552.60959467
1760832000,106091.25,109499,107208.91,108676.78,4841.63812975
1760918400,107449.91,111748.6,108676.77,110568.06,6286.43529012
1761004800,107444.6,114082.29,110568.05,108362.27,12890.45189253
1761091200,106639,109188.27,108357.99,107585.98,9311.33986567
1761177600,107511.46,111342.6,107588.02,110116.03,6881.35851313
1761264000,109725.51,112158.39,110116.02,111042.13,5915.09477083
1761350400,110693.01,111968.52,111042.13,111666.21,1478.94798996
1761436800,111260.33,115542,111666.22,114548.09,3808.17193597
1761523200,113833.12,116410.06,114561.69,114087.06,5491.52581938
1761609600,112203,116114.13,114087.06,112906.75,5342.86134585
1761696000,109000,113690.17,112906.75,110032.13,6110.48087693
1761782400,106279.33,111629.2,110031.65,108308.18,8481.34743643
1761868800,108266.11,111066.1,108308.02,109555.27,6858.47522213
1761955200,109342.47,110500,109555.63,110052.25,1707.44713625
1762041600,108800,111221.99,110052.25,110536.01,3777.57822519
1762128000,105271.67,110749,110533.83,106557.98,8657.30683772
1762214400,98892.97,107269.85,106557.98,101468.15,17052.82209797
1762300800,98950,104550,101468.16,103869,10844.84576039
1762387200,100235.02,104191.19,103866.67,101290.5,9488.56911128
1762473600,99170,104041.99,101290.5,103284.27,9981.70774039
1762560000,101422.74,103350,103281.79,102285.57,4365.22006206
1762646400,101372.58,105471.04,102285.58,104694.95,5545.42134633
1762732800,104240.76,106653,104694.23,105979.38,7737.06153627
1762819200,102422.43,107482,105979.38,103009.35,6574.79380402
1762905600,100803.2,105316.64,103017.21,101639.01,6053.08600012
1762992000,97870,104050,101636.03,99614.54,12710.66743459
1763078400,93951.32,99836.1,99610.49,94503.96,19645.40043753
1763164800,94222.2,96747.02,94501.08,95544.94,5157.02031554
1763251200,92943.83,96559.61,95544.94,94183.97,7161.13750207
1763337600,91158.35,95950,94182.03,92100.6,13319.956338
1763424000,89183.48,93775,92100.6,92914.46,16182.4672286
1763510400,88483.12,92948,92914.45,91461.6,15642.23320328
1763596800,85980.7,93080.91,91465.04,86536.88,18857.80134874
1763683200,80524.65,87395.93,86531.87,85068.88,31211.5604643
1763769600,83441.91,85547.11,85068.85,84684,7330.52185107
1763856000,84614.11,88100,84683.99,86808.28,9786.06365257
1763942400,85213.17,89225.6,86808.28,88266.2,14868.61469913
1764028800,86067.02,88486.82,88264,87325.01,10484.73675809
1764115200,86266.95,90628.53,87325,90468.84,11351.8707199
1764201600,90067.81,91925.4,90468.83,91316.7,8201.73046924
1764288000,90220.5,93161.86,91316.7,90902.7,9580.37061817
1764374400,90200,91199.99,90902.69,90828.06,3143.58444031
1764460800,90353.96,91980.8,90829.68,90369.51,3513.48557284
1764547200,83800,90433.7,90364,86282.36,16664.36191777
1764633600,86181.38,92342,86282.35,91308.05,13162.85699748
1764720000,91024.47,94181.41,91308.05,93453.84,9741.98216681
1764806400,90904.73,94087.05,93452.02,92093.54,6198.20707297
1764892800,88099.05,92716.42,92093.7,89345.29,8310.94183595
1764979200,88932,90296.32,89345.29,89267.97,3017.16860213
1765065600,87733.18,91779.99,89262.8,90402.29,4070.57697141
1765152000,89599,92291.96,90402.3,90653.86,6661.98775031
1765238400,89537.55,94640.66,90653.86,92690,9862.67083813
1765324800,91556.64,94500,92690,92035.99,8904.69319331
1765411200,89257.98,93594.76,92035.85,92542,9119.99377433
1765497600,89500,92791.26,92539.63,90278,6137.8902612
1765584000,89777.79,90657,90278,90255.32,1542.14542217
1765670400,87565.38,90496.16,90255.32,88171.61,3643.36533229
1765756800,85129.63,90064.74,88174.37,86417.5,9868.30482589
1765843200,85250,88148,86417.5,87854.01,7734.132664
1765929600,85267.69,90336.36,87854,86209.77,10021.43107061
1766016000,84400,89447.75,86209.79,85460.02,9840.74407994
1766102400,85052.78,89365.85,85460.85,88092.65,8046.9179144
1766188800,87780,88530.6,88092.65,88324,1807.74517583
1766275200,87501.01,89046.44,88322.01,88639.95,2361.91088803
1766361600,87846.17,90541.8,88639.87,88556.77,8901.70507789
1766448000,86533.86,88896.63,88555.03,87429.32,7050.61151888
1766534400,86350,88001.2,87429.32,87609.03,5007.9834145
1766620800,86899,88534.4,87609.02,87171.68,2819.32696132
1766707200,86569.53,89496.07,87171.46,87296.01,8673.64195064
1766793600,86944.24,87914.62,87296.17,87808,1955.01185796
1766880000,87349.52,88000,87806.75,87877.29,1859.62245916
1766966400,86675,90325,87877.28,87110.78,10415.66618294
1767052800,86704.98,89343.52,87110.77,88397.5,8725.01685173
1767139200,87082.64,89100,88397.24,87497.94,7261.18123917
1767225600,87361.74,88798.99,87497.95,88738.34,4001.39765552
1767312000,88272.08,90935.22,88742,89957.99,11442.48043957
1767398400,89284.13,90697,89958,90598.02,2951.65444679
1767484800,90598.01,91764.64,90598.01,91494,3198.89444605
1767571200,91479.28,94825.27,91489.03,93870.06,12349.57555407
1767657600,91203.13,94439.63,93870.06,93722.01,9651.48547871
1767744000,90576.24,93722.01,93722.01,91279.73,9317.16996001
1767830400,89200,91580.01,91279.73,91026,10333.23549339
1767916800,89583.58,91944.52,91024.01,90515.45,9272.64438525
1768003200,90251.43,90698,90515.12,90385.54,1733.85727298
1768089600,90109,91173.12,90387.36,90872.01,2262.85242889
1768176000,90003.46,92406.3,90878.51,91188.09,9683.74429824
1768262400,90925.17,96250,91188.08,95384.23,17153.5601987
1768348800,94518.63,97963.62,95385.59,96955.16,20696.88952587
1768435200,95066.19,97176.42,96954.02,95587.65,10619.32790923
1768521600,94229.04,95830.49,95578.2,95504,6286.36029783
1768608000,94980.12,95600,95503.99,95109.99,1754.07093263
1768694400,93559.78,95485,95109.99,93633.53,2607.76939988
1768780800,91935.3,93630,93630,92559.66,4993.56556058
1768867200,87767.53,92807.99,92559.65,88310.6,11134.88996796
1768953600,87156,90500,88310.6,89363.71,12539.4399225
1769040000,88408.65,90273.35,89363.71,89463.5,7075.16869109
1769126400,88440.65,91147.01,89463.51,89474.93,7381.22299218
1769212800,89007.01,89832.72,89474.94,89082.17,1801.82109589
1769299200,86000.13,89177.95,89082.16,86561.94,5428.58128865
1769385600,86411.7,88787.97,86561.94,88250.01,8219.90069049
1769472000,87180.01,89447.21,88250,89116.96,6475.09716863
1769558400,88706.32,90476.81,89116.96,89162.4,6636.13609913
1769644800,83216.21,89210.16,89162.4,84513.2,14860.94029344
1769731200,81000.12,84599,84513.19,84110.99,15232.81199203
1769817600,75644.15,84138,84110.99,78648,14855.0734429
1769904000,75612.75,79337.99,78648,76895.53,11545.9871474
1769990400,74502.21,79339,76895.99,78666.85,21193.37373311
1770076800,72859,79123.75,78666.84,75661.49,16467.12531015
1770163200,71703.72,76876.54,75661.49,72998,19764.62442772
1770249600,62181.65,73173.96,72999,62791,49371.20579141
1770336000,60001,71707.18,62788.28,70527.7,43810.88328386
1770422400,67293.26,71648.05,70521.08,69244.74,11251.84383408
1770508800,68840.83,72232.17,69250,70279.33,8090.44858999
1770595200,68233.01,71380.13,70279.32,70101.99,15546.49393947
1770681600,67857,70489.99,70101.98,68803.65,11566.41314985
1770768000,65702.95,69248,68803.65,67024.93,15121.43118138
1770854400,65065.47,68382.9,67032.71,66208,13823.46090185
1770940800,65799.71,69434.2,66207.99,68812,12104.28673482
1771027200,68697.63,70531.53,68812,69786.96,5586.9814678
1771113600,68020,70941.65,69786.96,68792,5965.51322769
1771200000,67251.81,70089.99,68792,68858.13,6626.85996745
1771286400,66569.58,69199.51,68859.55,67466.7,9122.62622708
1771372800,65812.57,68438.84,67466.7,66419.79,9687.16921753
1771459200,65604.63,67288.22,66419.78,66972.5,8505.29632895
1771545600,66427.23,68294.86,66972.49,67984.42,11349.70677085
1771632000,67516.93,68683.27,67984.42,67955.78,3287.0646747
1771718400,67132.81,68241.4,67955.78,67617.98,3263.5334723
1771804800,63855,67656.42,67616.01,64625.78,15198.01176266
1771891200,62534.61,64988.32,64625.78,64068.33,12517.40763597
1771977600,63912.25,70020,64068.33,67992.68,17322.54859823
1772064000,66500.92,68866.86,67992.68,67490.51,10678.27331982
1772150400,64942.87,68223.07,67490.5,65859.94,10276.79604611
1772236800,63019.6,67761.55,65859.93,66967.85,9093.24916408
1772323200,65008.38,68200,66971.54,65769,8511.88788603
1772409600,65250.12,70128.74,65771.56,68832.01,17772.46881037
1772496000,66138.2,69255.36,68832,68335.99,12823.7275946
1772582400,67391.17,74100,68335.99,72683.26,21142.77079177
1772668800,70639.01,73588.24,72683.26,70887.6,10891.71826063
1772755200,67725.14,71428.4,70887.61,68108.24,11045.21439575
1772841600,66921.33,68544.79,68108.23,67259.62,3245.05107908
1772928000,65618.51,68201.16,67259.62,65970.56,5505.17926548
1773014400,65820.93,69543,65970.56,68432.17,13303.95615379
1773100800,68383.5,71800,68432.16,69960.83,13322.43399947
1773187200,68980.74,71358.48,69960.83,70208,9851.72870494
1773273600,69180.01,70819.84,70208.03,70531.56,9708.42046678
1773360000,70398.01,73968,70530.02,70944.33,12304.21633821
1773446400,70236.02,71316,70944.32,71232.02,3174.08339322
1773532800,70868.41,73220.8,71232.01,72830.01,5785.61944649
1773619200,72276.24,74913.69,72830.01,74886.47,12657.43153702
1773705600,73400.01,76022.6,74886.46,73934.11,11357.85437394
1773792000,70474.83,74700,73934.11,71245.02,9248.1145105
1773878400,68772.78,71628,71245.01,69918.3,7794.02546506
1773964800,69360,71384.62,69917.19,70497.01,7315.89355875
1774051200,68562.13,71075.92,70497.01,68912.02,2856.70812643
1774137600,67332.05,69577,68912.02,67844.94,4889.89870785
1774224000,67425,71811,67844.94,70874.23,10354.71705596
1774310400,68889,71389,70874.22,70533.49,7238.74499869
1774396800,70357.1,72030.29,70533.48,71301.53,7665.36824144
1774483200,68102.36,71414.33,71301.52,68769.02,8225.19395173
1774569600,65498.75,69128.75,68769.02,66353.34,13681.42559929
1774656000,65876.61,67249.65,66353.33,66320.15,4011.39625322
1774742400,64938.66,67076.07,66320.16,65956.94,4588.31530898
1774828800,65736.63,68129.33,65957.95,66737.18,10707.53083699
1774915200,65924.82,68518.1,66737.08,68221.85,11831.5835043
1775001600,67525.59,69285.99,68221.84,68112.35,9804.6544448
1775088000,65696.96,68652,68112.34,66894.48,8813.97029196
1775174400,66275.01,67375.7,66899.11,66959.99,4181.03967015
1775260800,66770.64,67535.2,66959.98,67291.73,2412.86305009
1775347200,66600,69117.6,67291.72,69005,3810.37749315
1775433600,68332,70378.48,69005,68853.61,11182.35365631
1775520000,67710.01,72753.97,68853.6,71910.2,11156.72732306
1775606400,70684.65,72861.38,71910.21,71085.99,11083.24086941
1775692800,70468.74,73147.81,71083.99,71798.01,10707.78813462
1775779200,71431.55,73477.87,71798.01,72997.88,10066.64303661
1775865600,72564.35,73822.95,72997.88,73086,2795.93594516
1775952000,70512.7,73172.14,73085.99,70755.35,4443.04188961
1776038400,70576.27,74936.9,70755.35,74446,17452.66428951
1776124800,73854.5,76127.18,74448,74179.04,21086.20700901
1776211200,73545,75458.81,74176.09,74836.31,7732.11670824
1776297600,73298.01,75539.91,74839.97,75163.09,8138.95301491
1776384000,74558.21,78390,75163.09,77098.01,15414.90050977
1776470400,75473.81,77450.15,77098.01,75736.82,4245.3427458
1776556800,73777.86,76278.36,75736,73823.14,5477.34091341
1776643200,73741.53,74781.95,73823.27,74629.15,981.3925565
